batch_id,replica_id,stage_id,enable_prefetch,layer_index,attention_compute_time,mlp_compute_time,kv_cache_load_time,weight_load_time,tensor_parallel_comm_time,expert_parallel_comm_time,prefetch_overlap_savings,is_moe_layer,num_active_experts,routing_time,compute_time,io_time,comm_time,effective_io_time,total_time,compute_start,compute_end,io_start,io_end,comm_start,comm_end,start_time,end_time
0,0,0,True,0,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.142802422883595,0.0,1.142802422883595,0.0,0.0,1.142802422883595,1.142802422883595,2.040120574549602,2.0412633769724855
0,0,0,True,1,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.142802422883595,0.0,1.142802422883595,0.0,0.0,1.142802422883595,1.142802422883595,2.0412633769724855,2.0424061793953694
0,0,0,True,2,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.142802422883595,0.0,1.142802422883595,0.0,0.0,1.142802422883595,1.142802422883595,2.0424061793953694,2.043548981818253
0,0,0,True,3,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.142802422883595,0.0,1.142802422883595,0.0,0.0,1.142802422883595,1.142802422883595,2.043548981818253,2.0446917842411363
0,0,0,True,4,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.1428024228835945,0.0,1.1428024228835945,0.0,0.0,1.1428024228835945,1.1428024228835945,2.0446917842411363,2.04583458666402
0,0,0,True,5,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.1428024228835945,0.0,1.1428024228835945,0.0,0.0,1.1428024228835945,1.1428024228835945,2.04583458666402,2.0469773890869036
0,0,0,True,6,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.1428024228835945,0.0,1.1428024228835945,0.0,0.0,1.1428024228835945,1.1428024228835945,2.0469773890869036,2.048120191509787
0,0,0,True,7,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.1428024228835945,0.0,1.1428024228835945,0.0,0.0,1.1428024228835945,1.1428024228835945,2.048120191509787,2.049262993932671
0,0,0,True,8,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.1428024228835945,0.0,1.1428024228835945,0.0,0.0,1.1428024228835945,1.1428024228835945,2.049262993932671,2.0504057963555544
0,0,0,True,9,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.1428024228835945,0.0,1.1428024228835945,0.0,0.0,1.1428024228835945,1.1428024228835945,2.0504057963555544,2.051548598778438
0,0,0,True,10,0.46223555423280493,0.6805668686507899,0.0,0.0,0,0.0,0.0,False,0,0.0,1.142802422883595,0.0,0.0,0.0,1.1428024228835945,0.0,1.1428024228835945,0.0,0.0,1.1428024228835945,1.1428024228835945,2.051548598778438,2.0526914012013218
