time_stats.mla_q_down_proj.min,time_stats.mla_q_down_proj.max,time_stats.mla_q_down_proj.mean,time_stats.mla_q_down_proj.median,time_stats.mla_q_down_proj.std,time_stats.mla_q_up_proj.min,time_stats.mla_q_up_proj.max,time_stats.mla_q_up_proj.mean,time_stats.mla_q_up_proj.median,time_stats.mla_q_up_proj.std,time_stats.mla_kv_down_proj.min,time_stats.mla_kv_down_proj.max,time_stats.mla_kv_down_proj.mean,time_stats.mla_kv_down_proj.median,time_stats.mla_kv_down_proj.std,time_stats.mla_kv_up_proj.min,time_stats.mla_kv_up_proj.max,time_stats.mla_kv_up_proj.mean,time_stats.mla_kv_up_proj.median,time_stats.mla_kv_up_proj.std,time_stats.mla_rope.min,time_stats.mla_rope.max,time_stats.mla_rope.mean,time_stats.mla_rope.median,time_stats.mla_rope.std,time_stats.mla_attn_score.min,time_stats.mla_attn_score.max,time_stats.mla_attn_score.mean,time_stats.mla_attn_score.median,time_stats.mla_attn_score.std,time_stats.mla_o_proj.min,time_stats.mla_o_proj.max,time_stats.mla_o_proj.mean,time_stats.mla_o_proj.median,time_stats.mla_o_proj.std,time_stats.mla_block_norm.min,time_stats.mla_block_norm.max,time_stats.mla_block_norm.mean,time_stats.mla_block_norm.median,time_stats.mla_block_norm.std,time_stats.mla_block_residual.min,time_stats.mla_block_residual.max,time_stats.mla_block_residual.mean,time_stats.mla_block_residual.median,time_stats.mla_block_residual.std,num_tokens,hidden_size,num_heads,kv_lora_rank,q_lora_rank,qk_nope_head_dim,qk_rope_head_dim,v_head_dim
0.0027212436396376544,0.0032462054419600457,0.0030324371203101657,0.003047998153924722,0.00014378567858233104,0.009632095562360428,0.011441697230570671,0.010433493352815102,0.010357445780609868,0.00045962683622230405,0.0010811402448512183,0.0012598441267518692,0.0011527014640342194,0.0011535328488459042,5.252398750361137e-05,0.003986809145178139,0.0047951575711546145,0.00446192887594416,0.004499765436833691,0.00021687074733422996,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.027816100032184994,0.03481384008318917,0.03201931104810006,0.032852918367846984,0.002263728321920456,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,11,7168,128,512,1536,128,64,128
0.003075614656324917,0.00363987014401716,0.0033084864129661285,0.0032803495599320475,0.00015914616619554142,0.010377987039332497,0.011627416157156024,0.01131410372826269,0.011421795772100382,0.0003409036766566287,0.0011263597272884313,0.0013348042711936862,0.001274372349405041,0.0012804371753663934,5.706551299615496e-05,0.004808092545157776,0.005362425795186213,0.00503219470296925,0.0050203672721538025,0.00014481255297701687,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.03266087640430585,0.039753277485495044,0.03562576321867716,0.035196877563026405,0.0018643102019713887,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,12,7168,128,512,1536,128,64,128
0.0033375847262164587,0.0036534722343226863,0.0035399569288163215,0.0035573560224955512,8.919233867690854e-05,0.011503142950597421,0.013122121502546007,0.012433529741219692,0.012541319755163358,0.000578753103436516,0.0012458676763539402,0.0014214378285382413,0.0013249623573707554,0.0013171181220075928,5.734858048050332e-05,0.005167609041285151,0.005747155685041702,0.005436998212875766,0.005381550272644883,0.00017086418881248977,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.03523793790181582,0.04143382111120115,0.03788283290044502,0.03797636280886497,0.001954887371632169,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,13,7168,128,512,1536,128,64,128
0.0036494659377313745,0.004075967407713308,0.0038683409761843105,0.0038708962475546933,0.0001320579609078755,0.012116323380644587,0.013578962663433143,0.012921898441724616,0.012882560631710577,0.00047644013799318417,0.001358923028478462,0.0016041017370950713,0.0014513621646233443,0.0014181039744647589,8.159864178505833e-05,0.005513447338900873,0.006273876511333974,0.005826630509310942,0.005782980405856286,0.00022888104439889592,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.03836876898989806,0.045073225908075415,0.04144550734842049,0.04120884158084746,0.002354462558339154,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,14,7168,128,512,1536,128,64,128
0.00387521420586621,0.004615628738269717,0.0042448274503543056,0.004297823341284469,0.0002159794540412423,0.013669558828962555,0.015111409567701977,0.014383638602109533,0.01435861658861562,0.0004412539714201227,0.001417486011057117,0.0016319484746695103,0.0015369529283790662,0.001543482877063167,6.319912080321706e-05,0.005699376261825618,0.0065719596678480725,0.006193241746453523,0.00619982719240681,0.0002652264339601977,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.04174937329243963,0.0476156947255785,0.04400654296678698,0.04384090711453416,0.0016820290372565705,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,15,7168,128,512,1536,128,64,128
0.003970334254630995,0.004727268435140817,0.004449021400989554,0.004536809600959028,0.00024905222347233096,0.014482729650020816,0.01602898029505255,0.015059060830367958,0.014782320126765353,0.0005797847300611034,0.001545327278975681,0.0018025748551531771,0.0016650751574295221,0.0016748249705816143,7.89939033718092e-05,0.006148748181276435,0.007240834513236118,0.006856761159481728,0.006864408027035156,0.00031525844848818106,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.042882968478082456,0.048549771584124136,0.04553668695172905,0.04497315946106735,0.0020560098604622762,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,16,7168,128,512,1536,128,64,128
0.004362967564919026,0.005119982090253823,0.00475899804607526,0.00478902866268424,0.0002651843710093184,0.01409391630244628,0.017353732494299348,0.015784788710896447,0.015731889606965213,0.0008372964963614884,0.0015727683822730329,0.0018810624473379308,0.001749786304655783,0.001749440151002972,8.74690081070596e-05,0.0067407651547690805,0.007807425340444041,0.007121398183696713,0.007107462256593439,0.0002921739443139354,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.04566164386944946,0.05278660397748184,0.04925059911252457,0.04927746420774302,0.002034463493197721,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,17,7168,128,512,1536,128,64,128
0.004798418163916678,0.005401617814694607,0.005109189495386249,0.005110045260544537,0.0001808623785777652,0.015806672656336954,0.019493208972232726,0.01722132114963447,0.017208791533952248,0.0011609971892253734,0.0017831183621990951,0.001981089289862574,0.0018896730923322728,0.0018878841793217001,6.105808333953052e-05,0.0069918519820413695,0.00813507801920624,0.007621435524132187,0.007612752808438409,0.0003072216021692785,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.04894774145189762,0.05600701065286848,0.05206667684832107,0.05150546348987537,0.0026322766051880167,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,18,7168,128,512,1536,128,64,128
0.00512642411987487,0.005472542913355263,0.005299441426745917,0.005295910379078801,0.000112570827213606,0.017276388621828207,0.01972726810210833,0.018300459058789877,0.018196849210998442,0.0007018796174367491,0.001890531514921864,0.002066666840668609,0.0019699282111610844,0.001970726341336306,4.670986382049522e-05,0.0070417934953042475,0.008610362095930751,0.007867743226845931,0.007893037073280113,0.0004446346105283918,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.05220218538792964,0.05885009895294774,0.05662766319227404,0.05692143348878395,0.0018264869700897813,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,19,7168,128,512,1536,128,64,128
0.004964904131242036,0.006223134197157861,0.0054906585755211835,0.005512290084824074,0.0003319099554776136,0.017610156087463566,0.02057278311231022,0.018713502446642646,0.01860050832131222,0.0009143901574461968,0.0019876447095606886,0.0021670049372680524,0.0020772011896825456,0.002067525557975586,5.611144351617211e-05,0.007885537213746428,0.009388917810632875,0.008517827282282075,0.008394626794699211,0.0004592375957771173,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.05566582527740958,0.0625562119581659,0.059033608503313684,0.05883344122903325,0.0018213510898071052,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,20,7168,128,512,1536,128,64,128
0.005485315246415208,0.006013462645013133,0.005740632447462766,0.005710797316016914,0.0001476709686043386,0.018868397955528204,0.022462469212863923,0.02021041165170705,0.019862622906742036,0.0011400049396633658,0.0020335791483465813,0.002303924427699276,0.0021466193809571215,0.0020953398417298172,9.85936381749013e-05,0.008304456452075356,0.009660544758834702,0.008857833090796163,0.008922668784545024,0.0004176968432361543,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.055942316232268835,0.06651429721609546,0.06224935975557304,0.06262997637719442,0.0031355515555175255,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,21,7168,128,512,1536,128,64,128
0.005513582559790095,0.006631883198943028,0.006020762270270273,0.005919471590973302,0.00039278059483491203,0.01787271532076436,0.021734516029141164,0.02056765136107538,0.020926712146782215,0.0011040419787056754,0.002102219578785218,0.002429535155786403,0.0022278856895125306,0.002220144368355144,0.00011337042955160111,0.008576193910821008,0.010305101629419043,0.009427687402437827,0.009392250124702614,0.0004917826016193825,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.06349591074226635,0.06755678019703282,0.06565686597955757,0.06581976055302172,0.0013115659847483835,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,22,7168,128,512,1536,128,64,128
0.006114538888372834,0.006914942265158459,0.006533582750045097,0.0065609708931478935,0.0002572904982102683,0.020078705436484674,0.02306097062790684,0.021325440076933863,0.02130975660342677,0.0008473942877000975,0.002196242748306379,0.002611297481501948,0.00238237776559755,0.002378921356980852,0.00011097214678504466,0.008857781764105599,0.01036507261191443,0.009595112298250356,0.009515734316570407,0.0004916559606473524,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.06209625164428797,0.07173334941454065,0.06636598991003842,0.06634289022854685,0.002951064536043068,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,23,7168,128,512,1536,128,64,128
0.005980356261251468,0.0073166572810783636,0.006638564857853394,0.006657573253199637,0.00042832519234942026,0.020086577906677713,0.023410292430742725,0.021839771251632955,0.022036992547232875,0.001024623124019193,0.0020801937284956884,0.0026683541211984653,0.0023836410452310447,0.0023867796075286154,0.0001464272387104711,0.009127359459404977,0.010928470764433658,0.009997982611049163,0.009996313909104262,0.0004749742556479242,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.065029046872639,0.07761421734084158,0.07263772438882488,0.07281558843630115,0.0035203220605224896,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,24,7168,128,512,1536,128,64,128
0.006664571649119109,0.007212983790044166,0.006886421484225894,0.006897821488497331,0.00018779850042813974,0.0227881050926874,0.025645720445849306,0.02372863365416086,0.023685006189847174,0.0007314241511678588,0.002381254095603343,0.0026326997603200925,0.0025214303925349584,0.002524855507383364,7.544713784228369e-05,0.010140605506611259,0.011366586395448842,0.010492105220098703,0.010292523282956916,0.0004355138572267355,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.06860335486976846,0.07892779968382463,0.07309932930349121,0.07315087995358974,0.002721109986533282,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,25,7168,128,512,1536,128,64,128
0.006626620295547573,0.007356011150404265,0.007086786169392794,0.007102436010278394,0.00021299988383247507,0.022480640891564832,0.025250243145394053,0.023844657133633308,0.023814166483031723,0.0008424898116683505,0.0024949542297739366,0.002761937267875683,0.0026435502519462943,0.002663789236073257,7.888384427042578e-05,0.010179010543362796,0.011846895216833811,0.010819781467470757,0.010714417610447655,0.0005526325545310245,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.06822564288342049,0.08038133054762736,0.0761623948026468,0.07714281777892157,0.0033296380123365686,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,26,7168,128,512,1536,128,64,128
0.0065718579085415375,0.008063473569901386,0.007523489691645556,0.007599423988839638,0.00037852667819276753,0.02384641443182684,0.027026043129618395,0.025598300629350042,0.025613147490033523,0.0009109376299532901,0.0026269469827154375,0.0029464115812330095,0.0028005290416557695,0.002781999473491172,0.00010187275628238983,0.010587390078439122,0.01208456603067906,0.011299631168483723,0.011268211737809192,0.0004239918044936731,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.07490124135913756,0.08801895346786855,0.08055796591279997,0.07902057771278803,0.003939249131987164,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,27,7168,128,512,1536,128,64,128
0.007094568912523142,0.00832240538355624,0.007524687118203652,0.00745830162188556,0.00033494177168013093,0.022566755179601015,0.028756495879145128,0.02684434786315733,0.026969848787635736,0.0017002689411103268,0.0027055818273214304,0.002984011977638566,0.0028974274048112936,0.002920062005745197,8.202846117645539e-05,0.010660181577958049,0.012161956424559892,0.01152176838068646,0.011546432722522374,0.0004851113074677044,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.07585043034075947,0.08712673058401135,0.08082445710861128,0.08085624018454177,0.003504421852007518,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,28,7168,128,512,1536,128,64,128
0.007218526865719544,0.008938341798591647,0.008102967768870002,0.008011161001171281,0.0005519530613517664,0.02578643263396155,0.028691027448743783,0.027672387672809173,0.027820394692506897,0.0008517345314185882,0.0024921285730441453,0.0031485661116731197,0.00293356804482716,0.0029351892678738936,0.00019399665524906827,0.01101776340945606,0.013265611188337075,0.012150831582403682,0.0120487907592722,0.0005592877379440852,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0734808313795445,0.09685691131989539,0.08490886631816988,0.08456171797467121,0.0062824268722658245,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,29,7168,128,512,1536,128,64,128
0.007142055540511539,0.008801485708269339,0.008149538366666155,0.008186354507850269,0.00043897112884927925,0.02641826451273813,0.03029400545545485,0.028720062009116372,0.028780293552826512,0.0012095855387639783,0.0029495028680776394,0.003394522571366808,0.0031676986275781397,0.003189499858579847,0.00014607015746909792,0.011742415365954356,0.013948657742123926,0.01254281042432628,0.012328816900285748,0.0006988585352350308,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.08244883209173529,0.09222143361447968,0.08648747761949693,0.08612410183667554,0.0029449952751097524,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,30,7168,128,512,1536,128,64,128
0.00832618962262804,0.009138092459116847,0.00860283110644736,0.008536165148836972,0.0002838564073765814,0.027337063902396787,0.03157934500737694,0.029971874045524982,0.0301567556510481,0.0012939844041930182,0.0029982574425175025,0.0034802964159402756,0.0032310092380279333,0.00319457331749909,0.00015592562906497517,0.01185370921176133,0.0136586044366709,0.012778381818259679,0.012937562248829027,0.000577832073370149,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.08623827727549234,0.09813701511984792,0.09130901876037507,0.09008255134149068,0.004056646385193379,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,31,7168,128,512,1536,128,64,128
0.007860632300009522,0.009385123708620161,0.008664815145288742,0.008768338178347459,0.0004357427533248698,0.02771706383437901,0.03170091278799604,0.029957461367003356,0.029938832968213647,0.0013051187044728376,0.003008454598762055,0.0037121289668968142,0.0033147782144782555,0.003228631074824166,0.00021438804183356827,0.012428318846901756,0.01565319709924829,0.013561099956645877,0.013433933858973538,0.0007915017873025237,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.09027386014500328,0.10020986454158856,0.09423555311005664,0.0934005751929578,0.003304842159289366,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,32,7168,128,512,1536,128,64,128
